	vclaim	title
554	Does Kenny Rogers’ Wife Plan To Donate Part Of His Estate To Trump’s Reelection Campaign?	Does Kenny Rogers’ Wife Plan To Donate Part Of His Estate To Trump’s Reelection Campaign?
555	Did Trump Tweet That He Won’t Send Coronavirus Stimulus Checks To People Who Tweet ‘#NotMyPresident’?	Did Trump Tweet That He Won’t Send Coronavirus Stimulus Checks To People Who Tweet ‘#NotMyPresident’?
556	Are Military Helicopters Spraying Pesticides Around The Country To Combat Coronavirus?	Are Military Helicopters Spraying Pesticides Around The Country To Combat Coronavirus?
557	Viral Image Claims Jamaica Doesn’t Have Any Coronavirus Cases	Viral Image Claims Jamaica Doesn’t Have Any Coronavirus Cases
558	Does This Photo Show Pete Buttigieg Kissing His Husband At A Debate?	Does This Photo Show Pete Buttigieg Kissing His Husband At A Debate?
559	Did The 2009 Swine Flu Pandemic Kill 18,000 Americans?	Did The 2009 Swine Flu Pandemic Kill 18,000 Americans?
560	Did Joe Biden Leak The Identities Of SEAL Team 6?	Did Joe Biden Leak The Identities Of SEAL Team 6?
561	Does George Soros Own The Voting Technology Firm Smartmatic?	Does George Soros Own The Voting Technology Firm Smartmatic?
562	Is Cristiano Ronaldo Turning His Hotels Into Coronavirus Hospitals?	Is Cristiano Ronaldo Turning His Hotels Into Coronavirus Hospitals?
563	Did An Illinois News Station Air ‘Pre-Rigged Election Results’ The Day Before The Primary?	Did An Illinois News Station Air ‘Pre-Rigged Election Results’ The Day Before The Primary?
564	Viral Image Claims Hand Sanitizer Poses A Threat To Pets Because It Contains A Toxic Chemical Also Found In Antifreeze	Viral Image Claims Hand Sanitizer Poses A Threat To Pets Because It Contains A Toxic Chemical Also Found In Antifreeze
565	Did A Kansas City Hospital Say Drinking Alcohol May Reduce The Risk Of Contracting Coronavirus?	Did A Kansas City Hospital Say Drinking Alcohol May Reduce The Risk Of Contracting Coronavirus?
566	Did The Japanese Movie ‘Akira’ Predict The Coronavirus Outbreak?	Did The Japanese Movie ‘Akira’ Predict The Coronavirus Outbreak?
567	Did Bill Gates Give A Waiter A $5 Tip Because He’s The ‘Son Of A Wood Cutter’?	Did Bill Gates Give A Waiter A $5 Tip Because He’s The ‘Son Of A Wood Cutter’?
568	Can Inhaling Hot Air From A Sauna Or Hair Dryer Kill Coronavirus?	Can Inhaling Hot Air From A Sauna Or Hair Dryer Kill Coronavirus?
569	Did A Florida Robber Use A Cough ‘As A Weapon’ Amid The Coronavirus Outbreak?	Did A Florida Robber Use A Cough ‘As A Weapon’ Amid The Coronavirus Outbreak?
570	Did An MSNBC Reporter Say, ‘I Hope Enough People Die From CoronaVirus That It Harms Trump’s Re-Election’?	Did An MSNBC Reporter Say, ‘I Hope Enough People Die From CoronaVirus That It Harms Trump’s Re-Election’?
571	Does This Photo Show A Mansion Owned By Bernie Sanders?	Does This Photo Show A Mansion Owned By Bernie Sanders?
572	No, This Viral Image Doesn’t Show Kentucky Governor Andy Beshear’s Tweet About School Closures	No, This Viral Image Doesn’t Show Kentucky Governor Andy Beshear’s Tweet About School Closures
573	Viral Post Claims Mexico Doesn’t Have Any Coronavirus Cases	Viral Post Claims Mexico Doesn’t Have Any Coronavirus Cases
574	Viral Image Falsely Claims The Novel Coronavirus Is ‘Simply The Common Cold’	Viral Image Falsely Claims The Novel Coronavirus Is ‘Simply The Common Cold’
575	Did Costco Recall Kirkland Toilet Paper Due To Coronavirus Contamination?	Did Costco Recall Kirkland Toilet Paper Due To Coronavirus Contamination?
576	Has The New Coronavirus Been Found In Toilet Paper?	Has The New Coronavirus Been Found In Toilet Paper?
577	Does A Novel Coronavirus Vaccine Already Exist For Dogs?	Does A Novel Coronavirus Vaccine Already Exist For Dogs?
578	Does This Photo Show Bernie Sanders Marching With MLK In 1965?	Does This Photo Show Bernie Sanders Marching With MLK In 1965?
579	Did The International Space Station Film A UFO For 22 Minutes?	Did The International Space Station Film A UFO For 22 Minutes?
580	Viral Image Claims To Show A UNICEF Letter About Preventing Coronavirus	Viral Image Claims To Show A UNICEF Letter About Preventing Coronavirus
581	Does The CDC Recommend Wearing Only Certain Beard Styles To Help Prevent The Spread Of Coronavirus?	Does The CDC Recommend Wearing Only Certain Beard Styles To Help Prevent The Spread Of Coronavirus?
582	Has The Coronavirus Been Found In Bags Of Rice?	Has The Coronavirus Been Found In Bags Of Rice?
583	Did Chuck Schumer Delete A Tweet Saying Trump’s Travel Ban Is ‘An Excuse To Further His Ongoing War Against Immigrants’?	Did Chuck Schumer Delete A Tweet Saying Trump’s Travel Ban Is ‘An Excuse To Further His Ongoing War Against Immigrants’?
584	Viral Image Claims A Lysol Product Label Proves The Coronavirus Isn’t A ‘New Virus’	Viral Image Claims A Lysol Product Label Proves The Coronavirus Isn’t A ‘New Virus’
585	Did The Vatican Confirm Pope Francis Has The Novel Coronavirus?	Did The Vatican Confirm Pope Francis Has The Novel Coronavirus?
586	Has A Vaccine For The Novel Coronavirus Been Used On Cows ‘For Years’?	Has A Vaccine For The Novel Coronavirus Been Used On Cows ‘For Years’?
587	Did A Survey Find 38% Of Americans Won’t Drink Corona Beer Over Coronavirus Concerns?	Did A Survey Find 38% Of Americans Won’t Drink Corona Beer Over Coronavirus Concerns?
588	Article Claims Africans Have Genetic Resistance To Coronavirus	Article Claims Africans Have Genetic Resistance To Coronavirus
589	Viral Post Misstates American Casualties In Major Conflicts	Viral Post Misstates American Casualties In Major Conflicts
590	Did Henry Kissinger Declare Trump ‘The One True Leader In World Affairs’?	Did Henry Kissinger Declare Trump ‘The One True Leader In World Affairs’?
591	Did Congress Deny A $336 Increase In Social Security But Approve An $8,872 Increase In Its Salaries?	Did Congress Deny A $336 Increase In Social Security But Approve An $8,872 Increase In Its Salaries?
592	Did Tom Jones Recently Cancel Shows Due To Health Issues?	Did Tom Jones Recently Cancel Shows Due To Health Issues?
593	Did Barack Obama Say, ‘The American Dream Is To Be Donald Trump’?	Did Barack Obama Say, ‘The American Dream Is To Be Donald Trump’?
594	Does This Photo Show Used Needles In Nancy Pelosi’s District?	Does This Photo Show Used Needles In Nancy Pelosi’s District?
595	Viral Image Claims Bernie Sanders Only Received 3,444 Votes In The Nevada Caucuses	Viral Image Claims Bernie Sanders Only Received 3,444 Votes In The Nevada Caucuses
596	Is An Ex-Buttigieg Staffer In Charge Of Voter Protection For Nevada’s Democratic Caucuses?	Is An Ex-Buttigieg Staffer In Charge Of Voter Protection For Nevada’s Democratic Caucuses?
597	Did Chuck Schumer Say ‘It’s Racist To Only Allow Citizens To Vote’?	Did Chuck Schumer Say ‘It’s Racist To Only Allow Citizens To Vote’?
598	Do 89% Of Americans Under 45 Believe The 1969 Moon Landing Never Happened?	Do 89% Of Americans Under 45 Believe The 1969 Moon Landing Never Happened?
599	Image Claims Jessica Mulroney Registered A Charity Website For Meghan Markle And Prince Harry	Image Claims Jessica Mulroney Registered A Charity Website For Meghan Markle And Prince Harry
600	Viral Image Claims Obama Pardoned 1,927 People And Trump Pardoned 26	Viral Image Claims Obama Pardoned 1,927 People And Trump Pardoned 26
601	Viral Image Claims To Show Article Reporting Teenage Pete Buttigieg Was Arrested For Killing Dogs	Viral Image Claims To Show Article Reporting Teenage Pete Buttigieg Was Arrested For Killing Dogs
602	Viral Image Claims Rhino Horns Are The Source Of The Novel Coronavirus	Viral Image Claims Rhino Horns Are The Source Of The Novel Coronavirus
603	Viral Image Claims North Korea ‘Accidentally Nuked’ One Of Its Cities In 2017	Viral Image Claims North Korea ‘Accidentally Nuked’ One Of Its Cities In 2017
604	Did In-N-Out Burger Print ‘Hail Satan’ On Its Soda Cups?	Did In-N-Out Burger Print ‘Hail Satan’ On Its Soda Cups?
605	Did Elizabeth Warren Say, ‘Having An Abortion Is No Different Than Someone Having Their Tonsils Removed’?	Did Elizabeth Warren Say, ‘Having An Abortion Is No Different Than Someone Having Their Tonsils Removed’?
606	Do 2,900 Children Die From Gun Violence Every Year?	Do 2,900 Children Die From Gun Violence Every Year?
607	Was A ‘Huge Percentage’ Of Deported Salvadorans Killed Or Harmed Upon Return To El Salvador?	Was A ‘Huge Percentage’ Of Deported Salvadorans Killed Or Harmed Upon Return To El Salvador?
608	Did Chiefs Quarterback Patrick Mahomes Wear A ‘Great State Of Kansas’ T-Shirt?	Did Chiefs Quarterback Patrick Mahomes Wear A ‘Great State Of Kansas’ T-Shirt?
609	Viral Image Claims To Show A Chinese Coronavirus Hospital In Wuhan	Viral Image Claims To Show A Chinese Coronavirus Hospital In Wuhan
610	Viral Image Claims Marijuana ‘Kills’ The Coronavirus	Viral Image Claims Marijuana ‘Kills’ The Coronavirus
611	Have Jennifer Aniston And Other Stars Decided To Start A ‘Celebrities For Trump’ Company?	Have Jennifer Aniston And Other Stars Decided To Start A ‘Celebrities For Trump’ Company?
612	Does This Photo Show Trump Participating In A Prayer Circle Before The State Of The Union Address?	Does This Photo Show Trump Participating In A Prayer Circle Before The State Of The Union Address?
613	Viral Image Claims To Show A Wuhan Lab With The Same Logo As The Fictional ‘Resident Evil’ Lab	Viral Image Claims To Show A Wuhan Lab With The Same Logo As The Fictional ‘Resident Evil’ Lab
614	Viral Image Says Alabama Police Planted Evidence On Over 1,000 Black Men	Viral Image Says Alabama Police Planted Evidence On Over 1,000 Black Men
615	Did France’s Last Public Execution By Guillotine Occur After The Premiere Of The First ‘Star Wars’ Movie?	Did France’s Last Public Execution By Guillotine Occur After The Premiere Of The First ‘Star Wars’ Movie?
616	Viral Image Links Rashida Tlaib’s Scarf To The ‘Islamic Terrorist State’	Viral Image Links Rashida Tlaib’s Scarf To The ‘Islamic Terrorist State’
617	Viral Image Claims 11 US Marines Died ‘This Week’	Viral Image Claims 11 US Marines Died ‘This Week’
618	No, The WHO Did Not Officially Designate Coronavirus As A Plague	No, The WHO Did Not Officially Designate Coronavirus As A Plague
619	Did Kobe Bryant And Daughter Gianna Have The Same Birthday?	Did Kobe Bryant And Daughter Gianna Have The Same Birthday?
620	Did The WHO Make A Coronavirus Infographic Warning Against Unprotected Sex With Animals?	Did The WHO Make A Coronavirus Infographic Warning Against Unprotected Sex With Animals?
621	Did Burger King Admit To Using Horse Meat?	Did Burger King Admit To Using Horse Meat?
622	Did Nancy Pelosi Divert $2.4 Billion From Social Security To Pay For Impeachment?	Did Nancy Pelosi Divert $2.4 Billion From Social Security To Pay For Impeachment?
623	Did Nancy Pelosi Use $15,000 Worth Of Pens To Sign The Articles Of Impeachment?	Did Nancy Pelosi Use $15,000 Worth Of Pens To Sign The Articles Of Impeachment?
624	Article Claims Trump Will Sign An Executive Order Creating Term Limits For Congress	Article Claims Trump Will Sign An Executive Order Creating Term Limits For Congress
625	Does Joe Biden Eat The Wooden Stick in Corn Dogs?	Does Joe Biden Eat The Wooden Stick in Corn Dogs?
626	Viral Image Claims Swiffer WetJet Cleaning Solution Is Poisonous For Pets	Viral Image Claims Swiffer WetJet Cleaning Solution Is Poisonous For Pets
627	‘If Impeachment Fails, I Will Resign Immediately’ – Did Nancy Pelosi Make This Announcement?	‘If Impeachment Fails, I Will Resign Immediately’ – Did Nancy Pelosi Make This Announcement?
628	Does This Photo Show A 282-Year-Old British East India Company Merchant Ship?	Does This Photo Show A 282-Year-Old British East India Company Merchant Ship?
629	Did Tulsi Gabbard Tweet, ‘Just For The Record, I Am Not Suicidal, And I Have No Plans To Kill Myself’?	Did Tulsi Gabbard Tweet, ‘Just For The Record, I Am Not Suicidal, And I Have No Plans To Kill Myself’?
630	Is PepsiCo Discontinuing Its Mountain Dew Product Line?	Is PepsiCo Discontinuing Its Mountain Dew Product Line?
631	Viral Video Claims To Show Kobe Bryant’s Helicopter Crashing	Viral Video Claims To Show Kobe Bryant’s Helicopter Crashing
632	Is Finland Introducing 4-Day Work Weeks And 6-Hour Work Days?	Is Finland Introducing 4-Day Work Weeks And 6-Hour Work Days?
633	‘I Love When People Call Trump Stupid’ – Did Clint Eastwood Author This Statement About Trump?	‘I Love When People Call Trump Stupid’ – Did Clint Eastwood Author This Statement About Trump?
634	Did Kevin McCarthy Say Trump Killed Qasem Soleimani ‘Because Adam Schiff “Spent The Last Year On Impeachment”‘?	Did Kevin McCarthy Say Trump Killed Qasem Soleimani ‘Because Adam Schiff “Spent The Last Year On Impeachment”‘?
635	Are Texts From The IRL Social App Linked To Sex Trafficking?	Are Texts From The IRL Social App Linked To Sex Trafficking?
636	Did An Ohio State Football Player Wear An Ankle Monitor During The Fiesta Bowl?	Did An Ohio State Football Player Wear An Ankle Monitor During The Fiesta Bowl?
637	Did A Russian Billionaire Offer LeBron James And Serena Williams A Billion Dollars To Have A Child Together?	Did A Russian Billionaire Offer LeBron James And Serena Williams A Billion Dollars To Have A Child Together?
638	Did A Texas DoubleTree Hotel Display A Sign Denying Service To Military Members And Their Guests?	Did A Texas DoubleTree Hotel Display A Sign Denying Service To Military Members And Their Guests?
639	Viral Image Claims To Show A Baby Koala Rescued From The Australian Wildfires By A Golden Retriever	Viral Image Claims To Show A Baby Koala Rescued From The Australian Wildfires By A Golden Retriever
640	Video Claims To Show Joe Biden Making A Racist Remark	Video Claims To Show Joe Biden Making A Racist Remark
641	Is Governor Ralph Northam Planning To Cut Off Electricity And Communication Capabilities Ahead Of Gun Confiscation?	Is Governor Ralph Northam Planning To Cut Off Electricity And Communication Capabilities Ahead Of Gun Confiscation?
642	Viral Image Claims 22 Christian Missionaries Were Sentenced To Death In Afghanistan	Viral Image Claims 22 Christian Missionaries Were Sentenced To Death In Afghanistan
643	Did Donald Trump’s Mother ‘Hope He Never Goes Into Politics’?	Did Donald Trump’s Mother ‘Hope He Never Goes Into Politics’?
644	Did Nancy Pelosi Say, ‘It Is Dangerous To Let The Voters Decide Trump’s Fate’?	Did Nancy Pelosi Say, ‘It Is Dangerous To Let The Voters Decide Trump’s Fate’?
645	No, Fox News Didn’t Stage A Photo Of Trump Visiting Troops In Afghanistan	No, Fox News Didn’t Stage A Photo Of Trump Visiting Troops In Afghanistan
646	Viral Image Claims To Show Nancy Pelosi’s House And Her Congressional District	Viral Image Claims To Show Nancy Pelosi’s House And Her Congressional District
647	Does This Photo Show Rashida Tlaib Celebrating Trump’s Impeachment?	Does This Photo Show Rashida Tlaib Celebrating Trump’s Impeachment?
648	Viral Image Claims To Show A Russian River Frozen Like The ‘Scream’ Mask	Viral Image Claims To Show A Russian River Frozen Like The ‘Scream’ Mask
649	Does This Image Show A 19th Century Drug Store With A Marijuana Leaf Sign?	Does This Image Show A 19th Century Drug Store With A Marijuana Leaf Sign?
650	Does The State Department’s Foreign Affairs Policy Board Currently Have No Female Members?	Does The State Department’s Foreign Affairs Policy Board Currently Have No Female Members?
651	Is MacKenzie Bezos The Richest Woman In The World?	Is MacKenzie Bezos The Richest Woman In The World?
652	Are Sharks Immune To Cancer And All Other Diseases?	Are Sharks Immune To Cancer And All Other Diseases?
653	Did Bernie Sanders Tweet, ‘My Object In Life Is To Dethrone God And Destroy Capitalism’?	Did Bernie Sanders Tweet, ‘My Object In Life Is To Dethrone God And Destroy Capitalism’?
654	Are There More Than 633,000 Homeless People And 13.9 Million Vacant Homes In The US?	Are There More Than 633,000 Homeless People And 13.9 Million Vacant Homes In The US?
655	Did Trey Gowdy Defend The Transgender Military Ban In An Interview With CNN?	Did Trey Gowdy Defend The Transgender Military Ban In An Interview With CNN?
656	No, TMZ Didn’t Tweet About A Lizzo Concert That Turned Deadly After A Stage Dive	No, TMZ Didn’t Tweet About A Lizzo Concert That Turned Deadly After A Stage Dive
657	Viral Image Claims To Show ‘Wounded Female Veterans’	Viral Image Claims To Show ‘Wounded Female Veterans’
658	Did NASA’s Cassini Spacecraft Take This Picture Of Saturn?	Did NASA’s Cassini Spacecraft Take This Picture Of Saturn?
659	Is Donald Trump The Only President Since George Washington To Donate His Salary?	Is Donald Trump The Only President Since George Washington To Donate His Salary?
660	Did Gandhi Say, ‘You Must Be The Change You Wish To See In The World’?	Did Gandhi Say, ‘You Must Be The Change You Wish To See In The World’?
661	Did Thomas Jefferson Say, ‘Do You Want To Know Who You Are? Don’t Ask. Act! Action Will Delineate And Define You’?	Did Thomas Jefferson Say, ‘Do You Want To Know Who You Are? Don’t Ask. Act! Action Will Delineate And Define You’?
662	Viral Meme Claims The Trump Admin Lacks A Defense Secretary, UN Ambassador And Other High-Level Officials	Viral Meme Claims The Trump Admin Lacks A Defense Secretary, UN Ambassador And Other High-Level Officials
663	Did Winston Churchill Say, ‘Success Is Not Final; Failure Is Not Fatal: It Is The Courage To Continue That Counts’?	Did Winston Churchill Say, ‘Success Is Not Final; Failure Is Not Fatal: It Is The Courage To Continue That Counts’?
664	Viral Image Claims To Show Harriet Tubman In Her Youth	Viral Image Claims To Show Harriet Tubman In Her Youth
665	Did Thomas Jefferson Say, ‘If You Want Something You’ve Never Had, You Must Be Willing To Do Something You’ve Never Done’?	Did Thomas Jefferson Say, ‘If You Want Something You’ve Never Had, You Must Be Willing To Do Something You’ve Never Done’?
666	Does This Image Show Members Of Congress Playing Solitaire While In Session?	Does This Image Show Members Of Congress Playing Solitaire While In Session?
667	Does This Photo Show The Opening Of The Golden Gate Bridge In 1937?	Does This Photo Show The Opening Of The Golden Gate Bridge In 1937?
668	Did Jonathan Swift Say, ‘A Love Without Esteem Is Capricious And Volatile; Esteem Without Love Is Languid And Cold’?	Did Jonathan Swift Say, ‘A Love Without Esteem Is Capricious And Volatile; Esteem Without Love Is Languid And Cold’?
669	Is Chelsea Clinton Married To The Nephew Of George Soros?	Is Chelsea Clinton Married To The Nephew Of George Soros?
670	Did Ocasio-Cortez And Omar Vow To Take Benefits Away From Seniors?	Did Ocasio-Cortez And Omar Vow To Take Benefits Away From Seniors?
671	Viral Image Claims To Show BBC News Article About Unusual Hong Kong Protester Tactics	Viral Image Claims To Show BBC News Article About Unusual Hong Kong Protester Tactics
672	‘Why I Stick My Neck Out For Trump’ – Did Clint Eastwood Author This Pro-Trump Statement?	‘Why I Stick My Neck Out For Trump’ – Did Clint Eastwood Author This Pro-Trump Statement?
673	Did Salvador Dali Say, ‘Intelligence Without Ambition Is A Bird Without Wings’?	Did Salvador Dali Say, ‘Intelligence Without Ambition Is A Bird Without Wings’?
674	Did Thomas Jefferson Say, ‘Nothing Can Stop The Man With The Right Mental Attitude From Achieving His Goal’?	Did Thomas Jefferson Say, ‘Nothing Can Stop The Man With The Right Mental Attitude From Achieving His Goal’?
675	Did Duane ‘Dog The Bounty Hunter’ Chapman Die Of A Pulmonary Embolism?	Did Duane ‘Dog The Bounty Hunter’ Chapman Die Of A Pulmonary Embolism?
676	Did Nancy Pelosi Say, ‘Americans Are The Stupidest People On Earth’?	Did Nancy Pelosi Say, ‘Americans Are The Stupidest People On Earth’?
677	‘If That F**kin Bastard Wins, We’re All Going To Hang From Nooses’ – Did Hillary Clinton Say This Quote In A 2016 Email To The DNC Chair?	‘If That F**kin Bastard Wins, We’re All Going To Hang From Nooses’ – Did Hillary Clinton Say This Quote In A 2016 Email To The DNC Chair?
678	Did Dwayne ‘The Rock’ Johnson Die In A Stunt Accident Like This Facebook Post Claims?	Did Dwayne ‘The Rock’ Johnson Die In A Stunt Accident Like This Facebook Post Claims?
679	Did CNN’s Don Lemon Call al-Baghdadi An ‘Unarmed Father Of Three’ During An Oct. 27 Broadcast?	Did CNN’s Don Lemon Call al-Baghdadi An ‘Unarmed Father Of Three’ During An Oct. 27 Broadcast?
680	Did Ronald Reagan Call Nancy Pelosi ‘Extremely Evil’?	Did Ronald Reagan Call Nancy Pelosi ‘Extremely Evil’?
681	Did Elise Stefanik Flip Off The Camera After Marie Yovanovitch’s Testimony?	Did Elise Stefanik Flip Off The Camera After Marie Yovanovitch’s Testimony?
682	Did Fox News Host Chris Wallace Insult Trump On Twitter?	Did Fox News Host Chris Wallace Insult Trump On Twitter?
683	No, British Parliament Didn’t Ban Lipstick In 1770 For Fear It Had ‘The Power To Seduce Men Into Marriage’	No, British Parliament Didn’t Ban Lipstick In 1770 For Fear It Had ‘The Power To Seduce Men Into Marriage’
684	‘A Nation That Was Founded By Geniuses But Is Run By Idiots’ – Did Jeff Foxworthy Write This Post Criticizing The US?	‘A Nation That Was Founded By Geniuses But Is Run By Idiots’ – Did Jeff Foxworthy Write This Post Criticizing The US?
685	Did NASA Spend More Than $165 Million To Develop Pens That Work In Space?	Did NASA Spend More Than $165 Million To Develop Pens That Work In Space?
686	Was Trump Golfing During The al-Baghdadi Raid?	Was Trump Golfing During The al-Baghdadi Raid?
687	Did Ernest Hemingway Say, ‘We Are All Broken — That’s How The Light Gets In’?	Did Ernest Hemingway Say, ‘We Are All Broken — That’s How The Light Gets In’?
688	Did Jimmy Carter Say, ‘If You Don’t Want Your Tax Dollars To Help The Poor – Then Stop Saying You Want A Country Based On Christian Values, Because You Don’t’?	Did Jimmy Carter Say, ‘If You Don’t Want Your Tax Dollars To Help The Poor – Then Stop Saying You Want A Country Based On Christian Values, Because You Don’t’?
689	Did Thomas Jefferson Say, ‘All Tyranny Needs To Gain A Foothold Is For People Of Good Conscience To Remain Silent’?	Did Thomas Jefferson Say, ‘All Tyranny Needs To Gain A Foothold Is For People Of Good Conscience To Remain Silent’?
690	Did George Washington Say This Quote About ‘Christian Religion’?	Did George Washington Say This Quote About ‘Christian Religion’?
691	Did Bill Murray Say, ‘So, If We Lie To The Government, It’s A Felony. But If They Lie To Us It’s Politics’?	Did Bill Murray Say, ‘So, If We Lie To The Government, It’s A Felony. But If They Lie To Us It’s Politics’?
692	Did Barack Obama Sign A $90 Million Deal With Netflix To Produce A Series ‘About Trump’s Impeachment’?	Did Barack Obama Sign A $90 Million Deal With Netflix To Produce A Series ‘About Trump’s Impeachment’?
693	Does This Image Show Young Franklin D. Roosevelt?	Does This Image Show Young Franklin D. Roosevelt?
694	Did John Adams Say, ‘There Are Two Ways To Conquer And Enslave A Nation. One Is By Sword. The Other Is By Debt’?	Did John Adams Say, ‘There Are Two Ways To Conquer And Enslave A Nation. One Is By Sword. The Other Is By Debt’?
695	Did Lewis Carroll Write, ‘Everyone Wants A Magical Solution To Their Problems, And Everyone Refuses To Believe In Magic’?	Did Lewis Carroll Write, ‘Everyone Wants A Magical Solution To Their Problems, And Everyone Refuses To Believe In Magic’?
696	Was Hunter Biden Paid As Much As $50,000 A Month For His Work With Burisma?	Was Hunter Biden Paid As Much As $50,000 A Month For His Work With Burisma?
697	Was Tulsi Gabbard ‘Labeled’ A ‘Right-Wing Extremist’ By The New York Times?	Was Tulsi Gabbard ‘Labeled’ A ‘Right-Wing Extremist’ By The New York Times?
698	Did Sinclair Lewis Say, ‘When Fascism Comes To America, It Will Be Wrapped In The Flag And Carrying A Cross’?	Did Sinclair Lewis Say, ‘When Fascism Comes To America, It Will Be Wrapped In The Flag And Carrying A Cross’?
699	Did Henry Ford Say, ‘Any Man Who Thinks He Can Be Prosperous By Letting The Government Take Care Of Him, Better Take A Closer Look At The American Indian’?	Did Henry Ford Say, ‘Any Man Who Thinks He Can Be Prosperous By Letting The Government Take Care Of Him, Better Take A Closer Look At The American Indian’?
700	Did Thomas Jefferson Say This Quote About Term Limits?	Did Thomas Jefferson Say This Quote About Term Limits?
701	Did Thomas Paine Say, ‘Give To Every Other Human Being Every Right That You Claim For Yourself’?	Did Thomas Paine Say, ‘Give To Every Other Human Being Every Right That You Claim For Yourself’?
702	‘It Will Not Be Needed Until They Try And Take It’ — Did Thomas Jefferson Say This Quote About The Second Amendment?	‘It Will Not Be Needed Until They Try And Take It’ — Did Thomas Jefferson Say This Quote About The Second Amendment?
703	Has Poland Refused To Allow The Building Of Mosques?	Has Poland Refused To Allow The Building Of Mosques?
704	Does Ocasio-Cortez’s Twitter Video Show A Fracking Site Releasing Toxic Emissions?	Does Ocasio-Cortez’s Twitter Video Show A Fracking Site Releasing Toxic Emissions?
705	‘The Trick Is Not To Expect It But To Delight In It When It Comes’ – Did Charles Dickens Say This Quote About Happiness?	‘The Trick Is Not To Expect It But To Delight In It When It Comes’ – Did Charles Dickens Say This Quote About Happiness?
706	Viral Image Claims To Show Trump’s Parents Wearing KKK Robes	Viral Image Claims To Show Trump’s Parents Wearing KKK Robes
707	Did Barack Obama Tweet, ‘Ask Ukraine If They Found My Birth Certificate’?	Did Barack Obama Tweet, ‘Ask Ukraine If They Found My Birth Certificate’?
708	Did Alexis de Tocqueville Say, ‘The American Republic Will Endure Until The Day Congress Discovers That It Can Bribe The Public With The Public’s Money’?	Did Alexis de Tocqueville Say, ‘The American Republic Will Endure Until The Day Congress Discovers That It Can Bribe The Public With The Public’s Money’?
709	Did Henry Ford Say, ‘If I Had Asked People What They Wanted, They Would Have Said Faster Horses’?	Did Henry Ford Say, ‘If I Had Asked People What They Wanted, They Would Have Said Faster Horses’?
710	Was Jane Fonda Denied Service At A Restaurant Run By A Vietnam Veteran?	Was Jane Fonda Denied Service At A Restaurant Run By A Vietnam Veteran?
711	Did Thomas Jefferson Say, ‘The Government Will One Day Be Filled With Liars And The People Will Flock To The One Who Tells The Truth’?	Did Thomas Jefferson Say, ‘The Government Will One Day Be Filled With Liars And The People Will Flock To The One Who Tells The Truth’?
712	Did Jimmy Fallon Say, ‘Lindsey Graham Is The Closest Thing Trump Has Come To Owning A Dog’?	Did Jimmy Fallon Say, ‘Lindsey Graham Is The Closest Thing Trump Has Come To Owning A Dog’?
713	Did Niccolò Machiavelli Say, ‘Never Attempt To Win By Force What Can Be Won By Deception’?	Did Niccolò Machiavelli Say, ‘Never Attempt To Win By Force What Can Be Won By Deception’?
714	Did St. Francis Of Assisi Say, ‘He Who Works With His Hands And His Head And His Heart Is An Artist’?	Did St. Francis Of Assisi Say, ‘He Who Works With His Hands And His Head And His Heart Is An Artist’?
715	Does This Picture Show Greta Thunberg With George Soros?	Does This Picture Show Greta Thunberg With George Soros?
716	Did Viktor Frankl Say, ‘Between Stimulus And Response There Is A Space’?	Did Viktor Frankl Say, ‘Between Stimulus And Response There Is A Space’?
717	‘The Fence Test’ – Did Jeff Foxworthy Write This Post Distinguishing Republicans From Democrats?	‘The Fence Test’ – Did Jeff Foxworthy Write This Post Distinguishing Republicans From Democrats?
718	Did Mark Twain Say, ‘It Take Two Years To Learn To Talk, And The Rest Of Your Life To Control Your Mouth’?	Did Mark Twain Say, ‘It Take Two Years To Learn To Talk, And The Rest Of Your Life To Control Your Mouth’?
719	‘Buy A Dog’ – Did Harry Truman Give People This Advice On Making Friends In Washington?	‘Buy A Dog’ – Did Harry Truman Give People This Advice On Making Friends In Washington?
720	Did Thomas Jefferson Say, ‘Eternal Vigilance Is The Price Of Liberty’?	Did Thomas Jefferson Say, ‘Eternal Vigilance Is The Price Of Liberty’?
721	FACT CHECk: Did Winston Churchill Say, ‘Diplomacy Is The Art Of Telling People To Go To Hell In Such A Way That They Ask For Directions’?	FACT CHECk: Did Winston Churchill Say, ‘Diplomacy Is The Art Of Telling People To Go To Hell In Such A Way That They Ask For Directions’?
722	Does Beto O’Rourke Have A Criminal Record That Prevents Him From Buying Guns?	Does Beto O’Rourke Have A Criminal Record That Prevents Him From Buying Guns?
723	Did Socrates Say, ‘The Secret Of Change Is To Focus All Of Your Energy, Not On Fighting The Old, But On Building The New’?	Did Socrates Say, ‘The Secret Of Change Is To Focus All Of Your Energy, Not On Fighting The Old, But On Building The New’?
724	Did Groucho Marx Say, ‘Politics Is The Art Of Looking For Trouble’?	Did Groucho Marx Say, ‘Politics Is The Art Of Looking For Trouble’?
725	Did Shakespeare Say, ‘All Glory Comes From Daring To Begin’?	Did Shakespeare Say, ‘All Glory Comes From Daring To Begin’?
726	‘The Place Where Your Talent Meets The World’s Need’ – Did Aristotle Say This Quote About Jobs?	‘The Place Where Your Talent Meets The World’s Need’ – Did Aristotle Say This Quote About Jobs?
